"","V1","V2","V3","V4","V5","V6","V7","V8","V9","ID"
"QIZDJHKX","J79782","1","ST","T0","B0","0120","ZQFL1P3-6032","B64B9.flitered","B64B9","QIZDJHKX"
"FSANVRYB","J79783","1","ST","T0","B0","0120","ZL9BTWF-6026","B64B9.flitered","B64B9","FSANVRYB"
"MWLHZEMX","J79784","1","ST","T0","B0","0120","ZQFL1P3-6033","B64B9.flitered","B64B9","MWLHZEMX"
"SWVUQFRW","J79785","1","ST","T0","B0","0120","ZK112BX-13","B64B9.flitered","B64B9","SWVUQFRW"
"GIFSOEKS","J79786","1","ST","T0","B0","0120","ZLZQMEV-12","B64B9.flitered","B64B9","GIFSOEKS"
"CNGOFCWA","J79787","1","ST","T0","B0","0120","ZM7JY3G-13","B64B9.flitered","B64B9","CNGOFCWA"
"QUODMFGM","J79788","1","ST","T0","B0","0120","ZTMFN3O-06","B64B9.flitered","B64B9","QUODMFGM"
"XGTJCPFT","J79789","1","ST","T0","B0","0120","ZOZOW1T-7041","B64B9.flitered","B64B9","XGTJCPFT"
"HVNLLAUL","J79790","1","ST","T0","B0","0120","ZQNZSQF-04","B64B9.flitered","B64B9","HVNLLAUL"
"USUFZHNR","J79791","1","ST","T0","B0","0120","ZQFL1P3-6034","B64B9.flitered","B64B9","USUFZHNR"
"UZPTGFGE","J79792","1","ST","T0","B0","0120","ZLGD9M0-15","B64B9.flitered","B64B9","UZPTGFGE"
"SGNCQDEF","J79793","1","ST","T0","B0","0120","ZYXQKWY-08","B64B9.flitered","B64B9","SGNCQDEF"
"PBRPYYPU","J79794","1","ST","T0","B0","0120","ZUPAQVU-09","B64B9.flitered","B64B9","PBRPYYPU"
"QIKHJHZE","J79795","1","ST","T0","B0","0120","ZUC2YGO-06","B64B9.flitered","B64B9","QIKHJHZE"
"BYTHIBRV","J79796","1","ST","T0","B0","0120","ZQFL1P3-6035","B64B9.flitered","B64B9","BYTHIBRV"
"ZDEHZGQJ","J79797","1","ST","T0","B0","0120","ZWLGEWL-06","B64B9.flitered","B64B9","ZDEHZGQJ"
"VWJNCEVL","J79798","1","ST","T0","B0","0120","ZTL5S2Y-1023","B64B9.flitered","B64B9","VWJNCEVL"
"PCMZPVSS","J79799","1","ST","T0","B0","0120","ZQFL1P3-6036","B64B9.flitered","B64B9","PCMZPVSS"
"CYBWRLEF","J79800","1","ST","T0","B0","0120","ZSQNUZ5-05","B64B9.flitered","B64B9","CYBWRLEF"
"VCUJTYOS","J79801","1","ST","T0","B0","0120","ZKFV71L-12","B64B9.flitered","B64B9","VCUJTYOS"
"ZPNQRTVV","J79802","1","ST","T0","B0","0120","ZPDABJR-6032","B64B9.flitered","B64B9","ZPNQRTVV"
"RCNKRTSA","J79803","1","ST","T0","B0","0120","ZRB0F6P-6032","B64B9.flitered","B64B9","RCNKRTSA"
"SMISNQIA","J79804","1","ST","T0","B0","0120","ZN0JE53-12","B64B9.flitered","B64B9","SMISNQIA"
"OMEDWJHC","J79805","1","ST","T0","B0","0120","ZTXY83G-06","B64B9.flitered","B64B9","OMEDWJHC"
"ULFGLNDZ","J79806","1","ST","T0","B0","0120","ZVC4YUG-04","B64B9.flitered","B64B9","ULFGLNDZ"
"IFHCBLLA","J79807","1","ST","T0","B0","0120","ZPDABJR-6033","B64B9.flitered","B64B9","IFHCBLLA"
"CBXLMSXO","J79808","1","ST","T0","B0","0120","ZTJ7L7Z-06","B64B9.flitered","B64B9","CBXLMSXO"
"OCDEOXIB","J79809","1","ST","T0","B0","0120","ZRB0F6P-6033","B64B9.flitered","B64B9","OCDEOXIB"
"JPFSWMXP","J79810","1","ST","T0","B0","0120","ZTLIFAS-05","B64B9.flitered","B64B9","JPFSWMXP"
"DXWTJJWA","J79811","1","ST","T0","B0","0120","ZTL5S2Y-1024","B64B9.flitered","B64B9","DXWTJJWA"
"FIMBALXB","J79812","1","ST","T0","B0","0120","ZPDABJR-6036","B64B9.flitered","B64B9","FIMBALXB"
"SLPGTNBM","J79813","1","ST","T0","B0","0120","ZRB0F6P-6034","B64B9.flitered","B64B9","SLPGTNBM"
"IUGZZRRR","J79814","1","ST","T0","B0","0120","ZPDABJR-6037","B64B9.flitered","B64B9","IUGZZRRR"
"ILCHDBTU","J79815","1","ST","T0","B0","0120","ZS78KHV-6032","B64B9.flitered","B64B9","ILCHDBTU"
"GKATKQZP","J79816","1","ST","T0","B0","0120","ZRB0F6P-6035","B64B9.flitered","B64B9","GKATKQZP"
"UVMWYBHS","J79817","1","ST","T0","B0","0120","ZS78KHV-6033","B64B9.flitered","B64B9","UVMWYBHS"
"QUUGHWDR","J79818","1","ST","T0","B0","0120","ZPDABJR-6038","B64B9.flitered","B64B9","QUUGHWDR"
"HDQLZWZE","J79819","1","ST","T0","B0","0120","ZTL5S2Y-1025","B64B9.flitered","B64B9","HDQLZWZE"
"IXTXLJXB","J79820","1","ST","T0","B0","0120","ZYHHR4Z-11","B64B9.flitered","B64B9","IXTXLJXB"
"UVJJGWNC","J79821","1","ST","T0","B0","0120","ZRB0F6P-6036","B64B9.flitered","B64B9","UVJJGWNC"
"CVRBDXZC","J79822","1","ST","T0","B0","0120","ZS78KHV-6034","B64B9.flitered","B64B9","CVRBDXZC"
"GLUOEJJV","J79823","1","ST","T0","B0","0120","ZKFV71L-6021","B64B9.flitered","B64B9","GLUOEJJV"
"SLEWUKFC","J79824","1","ST","T0","B0","0120","ZS78KHV-6035","B64B9.flitered","B64B9","SLEWUKFC"
"IAOSTJLV","J79825","1","ST","T0","B0","0120","ZLPZS0H-15","B64B9.flitered","B64B9","IAOSTJLV"
"KCMWIGSK","J79826","1","ST","T0","B0","0120","ZKFV71L-6022","B64B9.flitered","B64B9","KCMWIGSK"
"USYJMGLR","J79827","1","ST","T0","B0","0120","ZPF36E2-04","B64B9.flitered","B64B9","USYJMGLR"
"ZWLLALNN","J79828","1","ST","T0","B0","0120","ZY1ZKJY-11","B64B9.flitered","B64B9","ZWLLALNN"
"JSFWRWZV","J79829","1","ST","T0","B0","0120","ZS78KHV-6036","B64B9.flitered","B64B9","JSFWRWZV"
"RJHHGZJO","J79830","1","ST","T0","B0","0120","ZTL8083-02","B64B9.flitered","B64B9","RJHHGZJO"
"EWDEDNXP","J79831","1","ST","T0","B0","0120","ZKFV71L-6023","B64B9.flitered","B64B9","EWDEDNXP"
"YKTFCEMZ","J79832","1","ST","T0","B0","0120","ZM8YXDM-12","B64B9.flitered","B64B9","YKTFCEMZ"
"SNVDIFAP","J79833","1","ST","T0","B0","0120","ZOZOW1T-7043","B64B9.flitered","B64B9","SNVDIFAP"
"HMRPJYEJ","J79834","1","ST","T0","B0","0120","ZNDMXI3-09","B64B9.flitered","B64B9","HMRPJYEJ"
"QEOELZPY","J79835","1","ST","T0","B0","0120","ZO94RDZ-11","B64B9.flitered","B64B9","QEOELZPY"
"VFZEMTJL","J79836","1","ST","T0","B0","0120","ZRB0F6P-6024","B64B9.flitered","B64B9","VFZEMTJL"
"WECSBTTB","J79837","1","ST","T0","B0","0120","ZQFL1P3-6024","B64B9.flitered","B64B9","WECSBTTB"
"BNDXHWCT","J79838","1","ST","T0","B0","0120","ZPEL6L3-1012","B64B9.flitered","B64B9","BNDXHWCT"
"JHDJHXNB","J79839","1","ST","T0","B0","0120","ZYHHR4Z-8023","B64B9.flitered","B64B9","JHDJHXNB"
"DFUUAMHU","J79840","1","ST","T0","B0","0120","ZPDABJR-3014","B64B9.flitered","B64B9","DFUUAMHU"
"UJJOXKBM","J79841","1","ST","T0","B0","0120","ZQFL1P3-6025","B64B9.flitered","B64B9","UJJOXKBM"
"POEOVZBS","J79842","1","ST","T0","B0","0120","ZRB0F6P-6025","B64B9.flitered","B64B9","POEOVZBS"
"ZDRDPPZD","J79843","1","ST","T0","B0","0120","ZWFDEY0-08","B64B9.flitered","B64B9","ZDRDPPZD"
"ISUSCWHV","J79844","1","ST","T0","B0","0120","ZPEL6L3-1013","B64B9.flitered","B64B9","ISUSCWHV"
"CAARCZSA","J79845","1","ST","T0","B0","0120","ZUG7QHE-06","B64B9.flitered","B64B9","CAARCZSA"
"PEHMATHJ","J79846","1","ST","T0","B0","0120","ZN3TBJM-4014","B64B9.flitered","B64B9","PEHMATHJ"
"ZBFOOVPN","J79847","1","ST","T0","B0","0120","ZYHHR4Z-8024","B64B9.flitered","B64B9","ZBFOOVPN"
"EOJKZJLI","J79848","1","ST","T0","B0","0120","ZVNCGHM-09","B64B9.flitered","B64B9","EOJKZJLI"
"BTFZNHNY","J79849","1","ST","T0","B0","0120","ZK112BX-12","B64B9.flitered","B64B9","BTFZNHNY"
"OIXNCBPD","J79850","1","ST","T0","B0","0120","ZOZOW1T-7028","B64B9.flitered","B64B9","OIXNCBPD"
"SCRMPSLX","J79851","1","ST","T0","B0","0120","ZQFL1P3-6026","B64B9.flitered","B64B9","SCRMPSLX"
"BBRGHMIA","J79852","1","ST","T0","B0","0120","ZRB0F6P-6026","B64B9.flitered","B64B9","BBRGHMIA"
"IYKLLFMX","J79853","1","ST","T0","B0","0120","ZPDABJR-6011","B64B9.flitered","B64B9","IYKLLFMX"
"TXADKGOB","J79854","1","ST","T0","B0","0120","ZMBVNFM-1032","B64B9.flitered","B64B9","TXADKGOB"
"MNQWQMON","J79855","1","ST","T0","B0","0120","ZOZOW1T-7029","B64B9.flitered","B64B9","MNQWQMON"
"CIZRBFWE","J79856","1","ST","T0","B0","0120","ZL9BTWF-6012","B86HB.flitered","B86HB","CIZRBFWE"
"NRZRMTOT","J79857","1","ST","T0","B0","0120","ZTXWLP3-05","B86HB.flitered","B86HB","NRZRMTOT"
"RNCPWZZX","J79858","1","ST","T0","B0","0120","ZYXQKWY-07","B86HB.flitered","B86HB","RNCPWZZX"
"URVBFDVC","J79859","1","ST","T0","B0","0120","ZOZOW1T-7030","B86HB.flitered","B86HB","URVBFDVC"
"YDVNQDVU","J79860","1","ST","T0","B0","0120","ZPF36E2-01","B86HB.flitered","B86HB","YDVNQDVU"
"XFKIITAM","J79861","1","ST","T0","B0","0120","ZVBQY1N-6032","B86HB.flitered","B86HB","XFKIITAM"
"CEJLCYUM","J79862","1","ST","T0","B0","0120","ZL9BTWF-6013","B86HB.flitered","B86HB","CEJLCYUM"
"CIMMDZEY","J79863","1","ST","T0","B0","0120","ZMBVNFM-1033","B86HB.flitered","B86HB","CIMMDZEY"
"ZKHQLECP","J79864","1","ST","T0","B0","0120","ZL9BTWF-6011","B86HB.flitered","B86HB","ZKHQLECP"
"SRXTNKSP","J79865","1","ST","T0","B0","0120","ZPDABJR-6013","B86HB.flitered","B86HB","SRXTNKSP"
"FNWMEAMY","J79866","1","ST","T0","B0","0120","ZTLUDS8-04","B86HB.flitered","B86HB","FNWMEAMY"
"ONZMDNLZ","J79867","1","ST","T0","B0","0120","ZTL5S2Y-05","B86HB.flitered","B86HB","ONZMDNLZ"
"XXRHOMAC","J79868","1","ST","T0","B0","0120","ZSQNUZ5-03","B86HB.flitered","B86HB","XXRHOMAC"
"SJENZDCO","J79869","1","ST","T0","B0","0120","ZL63I8R-14","B86HB.flitered","B86HB","SJENZDCO"
"POEWKMOJ","J79870","1","ST","T0","B0","0120","ZOZOW1T-7031","B86HB.flitered","B86HB","POEWKMOJ"
"KSMLSIVT","J79871","1","ST","T0","B0","0120","ZPDABJR-6014","B86HB.flitered","B86HB","KSMLSIVT"
"PXRYJPHX","J79872","1","ST","T0","B0","0120","ZY1ZKJY-09","B86HB.flitered","B86HB","PXRYJPHX"
"PITJAQWH","J79873","1","ST","T0","B0","0120","ZYHHR4Z-10","B86HB.flitered","B86HB","PITJAQWH"
"HTXNSQLE","J79874","1","ST","T0","B0","0120","ZKFV71L-6011","B86HB.flitered","B86HB","HTXNSQLE"
"IHIPTDBP","J79875","1","ST","T0","B0","0120","ZL9BTWF-6014","B86HB.flitered","B86HB","IHIPTDBP"
"PSHSUCEU","J79876","1","ST","T0","B0","0120","ZLTUJTN-15","B86HB.flitered","B86HB","PSHSUCEU"
"RDATEUQV","J79877","1","ST","T0","B0","0120","ZTLIFAS-04","B86HB.flitered","B86HB","RDATEUQV"
"IESKYPDJ","J79878","1","ST","T0","B0","0120","ZVBQY1N-6033","B86HB.flitered","B86HB","IESKYPDJ"
"EOBXMCZQ","J79879","1","ST","T0","B0","0120","ZVBQY1N-6034","B86HB.flitered","B86HB","EOBXMCZQ"
"ICDKFGWS","J79880","1","ST","T0","B0","0120","ZOZOW1T-7034","B86HB.flitered","B86HB","ICDKFGWS"
"GKEXQQNS","J79881","1","ST","T0","B0","0120","ZPDABJR-6015","B64B9.flitered","B64B9","GKEXQQNS"
"FWRVBWOP","J79882","1","ST","T0","B0","0120","ZR47VBL-03","B64B9.flitered","B64B9","FWRVBWOP"
"KEXGJVAX","J79883","1","ST","T0","B0","0120","ZTMFN3O-05","B64B9.flitered","B64B9","KEXGJVAX"
"GOCDZAMS","J79884","1","ST","T0","B0","0120","ZKFV71L-6012","B64B9.flitered","B64B9","GOCDZAMS"
"OOPKSLQN","J79885","1","ST","T0","B0","0120","ZY7IW45-09","B64B9.flitered","B64B9","OOPKSLQN"
"TUEUTIRG","J79886","1","ST","T0","B0","0120","ZVBQY1N-6035","B64B9.flitered","B64B9","TUEUTIRG"
"SZUFIAOR","J79887","1","ST","T0","B0","0120","ZL9BTWF-6016","B64B9.flitered","B64B9","SZUFIAOR"
"FCZPSBON","J79888","1","ST","T0","B0","0120","ZPDABJR-6016","B64B9.flitered","B64B9","FCZPSBON"
"YFSNWVFX","J79889","1","ST","T0","B0","0120","ZTJ7L7Z-05","B64B9.flitered","B64B9","YFSNWVFX"
"ICXGUIFY","J79890","1","ST","T0","B0","0120","ZLZQMEV-11","B64B9.flitered","B64B9","ICXGUIFY"
"GMUENWXN","J79891","1","ST","T0","B0","0120","ZOZOW1T-7035","B64B9.flitered","B64B9","GMUENWXN"
"LFFPQBTF","J79892","1","ST","T0","B0","0120","ZN9YTFN-10","B64B9.flitered","B64B9","LFFPQBTF"
"CMMTBVAI","J79893","1","ST","T0","B0","0120","ZY39SN0-07","B64B9.flitered","B64B9","CMMTBVAI"
"HBSKUHXJ","J79894","1","ST","T0","B0","0120","ZQMVU4Q-04","B64B9.flitered","B64B9","HBSKUHXJ"
"EIMEDEUG","J79895","1","ST","T0","B0","0120","ZUC2YGO-05","B64B9.flitered","B64B9","EIMEDEUG"
"HWFTNCFS","J79896","1","ST","T0","B0","0120","ZKFV71L-6014","B64B9.flitered","B64B9","HWFTNCFS"
"KZJMLGTE","J79897","1","ST","T0","B0","0120","ZN0JE53-11","B64B9.flitered","B64B9","KZJMLGTE"
"OKIOGTCQ","J79898","1","ST","T0","B0","0120","ZY9XQJP-09","B64B9.flitered","B64B9","OKIOGTCQ"
"NNTUNYXH","J79899","1","ST","T0","B0","0120","ZSUQ08V-05","B64B9.flitered","B64B9","NNTUNYXH"
"WHQAMNUC","J79900","1","ST","T0","B0","0120","ZKFV71L-6015","B64B9.flitered","B64B9","WHQAMNUC"
"YHFOIZCV","J79901","1","ST","T0","B0","0120","ZOZOW1T-7036","B64B9.flitered","B64B9","YHFOIZCV"
"UPPWRSIY","J79902","1","ST","T0","B0","0120","ZUPAQVU-08","B64B9.flitered","B64B9","UPPWRSIY"
"UTECYKIK","J79903","1","ST","T0","B0","0120","ZUL3S6O-07","B64B9.flitered","B64B9","UTECYKIK"
"FVDGNTET","J79904","1","ST","T0","B0","0120","ZKFV71L-6016","B64B9.flitered","B64B9","FVDGNTET"
"GCDLRHRW","J79905","1","ST","T0","B0","0120","ZR3WH7V-03","B64B9.flitered","B64B9","GCDLRHRW"
"KKQYRSSP","J79906","1","ST","T0","B0","0120","ZOZOW1T-7037","B64B9.flitered","B64B9","KKQYRSSP"
"GDXHZHHZ","J79907","1","ST","T0","B0","0120","ZNDMXI3-08","B64B9.flitered","B64B9","GDXHZHHZ"
"GBAFBKRT","J79908","1","ST","T0","B0","0120","ZOZOW1T-7038","B64B9.flitered","B64B9","GBAFBKRT"
"KZMYJEFG","J79909","1","ST","T0","B0","0120","ZMBH10Z-08","B64B9.flitered","B64B9","KZMYJEFG"
"TBVFVUEB","J79910","1","ST","T0","B0","0120","ZUF48YS-3011","B64B9.flitered","B64B9","TBVFVUEB"
"QUWRHHWN","J79911","1","ST","T0","B0","0120","ZJXC41N-11","B64B9.flitered","B64B9","QUWRHHWN"
"UVZVRTGM","J79912","1","ST","T0","B0","0120","ZN3TBJM-10","B64B9.flitered","B64B9","UVZVRTGM"
"XWGQGJJL","J79913","1","ST","T0","B0","0120","ZTL5S2Y-1011","B64B9.flitered","B64B9","XWGQGJJL"
"ISLNMRNN","J79914","1","ST","T0","B0","0120","ZPF36E2-03","B64B9.flitered","B64B9","ISLNMRNN"
"QAGGJJTJ","J79915","1","ST","T0","B0","0120","ZUF48YS-3012","B64B9.flitered","B64B9","QAGGJJTJ"
"GYLNPZWJ","J79916","1","ST","T0","B0","0120","ZTL5S2Y-1012","B64B9.flitered","B64B9","GYLNPZWJ"
"DKMTKAPD","J79917","1","ST","T0","B0","0120","ZN3TBJM-2042","B64B9.flitered","B64B9","DKMTKAPD"
"FVFFXVDD","J79918","1","ST","T0","B0","0120","ZOZOW1T-1042","B64B9.flitered","B64B9","FVFFXVDD"
"QXRESLRW","J79919","1","ST","T0","B0","0120","ZN3TBJM-2041","B64B9.flitered","B64B9","QXRESLRW"
"PTRRVLDC","J79920","1","ST","T0","B0","0120","ZVBQY1N-6036","B64B9.flitered","B64B9","PTRRVLDC"
"TZQLKXRL","J79921","1","ST","T0","B0","0120","ZTL5S2Y-1013","B64B9.flitered","B64B9","TZQLKXRL"
"MGWMTTEN","J79922","1","ST","T0","B0","0120","ZN3TBJM-2043","B64B9.flitered","B64B9","MGWMTTEN"
"ZCXFZJSE","J79923","1","ST","T0","B0","0120","ZWCZHHY-09","B64B9.flitered","B64B9","ZCXFZJSE"
"UDUCGTUN","J79924","1","ST","T0","B0","0120","ZOZOW1T-1043","B64B9.flitered","B64B9","UDUCGTUN"
"UMQHDFPV","J79925","1","ST","T0","B0","0120","ZL9BTWF-6021","B64B9.flitered","B64B9","UMQHDFPV"
"EUOMLAUY","J79926","1","ST","T0","B0","0120","ZJOSZHK-01","B64B9.flitered","B64B9","EUOMLAUY"
"PMRDLAVS","J79927","1","ST","T0","B0","0120","ZVNCGHM-10","B64B9.flitered","B64B9","PMRDLAVS"
"QWLNQHTH","J79928","1","ST","T0","B0","0120","ZVM4N7A-09","B64B9.flitered","B64B9","QWLNQHTH"
"WIKECFPH","J79929","1","ST","T0","B0","0120","ZLPZS0H-14","B64B9.flitered","B64B9","WIKECFPH"
"CMLMCUMI","J79930","1","ST","T0","B0","0120","ZL9BTWF-6015","B64B9.flitered","B64B9","CMLMCUMI"
"WICCMAUL","J79931","1","ST","T0","B0","0120","ZPEL6L3-02","B64B9.flitered","B64B9","WICCMAUL"
"FDTUNJCE","J79932","1","ST","T0","B0","0120","ZLZNCLZ-13","B64B9.flitered","B64B9","FDTUNJCE"
"MUCZPXQV","J79933","1","ST","T0","B0","0120","ZL9BTWF-6022","B64B9.flitered","B64B9","MUCZPXQV"
"WNDNIDPL","J79934","1","ST","T0","B0","0120","ZTL5S2Y-1014","B64B9.flitered","B64B9","WNDNIDPL"
"ABZGTSEF","J79935","1","ST","T0","B0","0120","ZOBX723-05","B64B9.flitered","B64B9","ABZGTSEF"
"NPCNYKLC","J79936","1","ST","T0","B0","0120","ZOBX723-06","B64B9.flitered","B64B9","NPCNYKLC"
"SSKJMUTV","J79937","1","ST","T0","B0","0120","ZOBX723-07","B64B9.flitered","B64B9","SSKJMUTV"
"RTFJGVMX","J79938","1","ST","T0","B0","0120","ZL9BTWF-6023","B64B9.flitered","B64B9","RTFJGVMX"
"OOHVCENX","J79939","1","ST","T0","B0","0120","ZQFL1P3-6031","B64B9.flitered","B64B9","OOHVCENX"
"TSOCWQBH","J79940","1","ST","T0","B0","0120","ZOZOW1T-7039","B64B9.flitered","B64B9","TSOCWQBH"
"WMMWOFJB","J79941","1","ST","T0","B0","0120","ZL9BTWF-6031","B64B9.flitered","B64B9","WMMWOFJB"
"KOMZODGI","J79942","1","ST","T0","B0","0120","ZKFV71L-6024","B64B9.flitered","B64B9","KOMZODGI"
"ZPGSLTRW","J79943","1","ST","T0","B0","0120","ZLTUJTN-2031","B64B9.flitered","B64B9","ZPGSLTRW"
"IWTKEUKV","J79944","1","ST","T0","B0","0120","ZWCZHHY-10","B64B9.flitered","B64B9","IWTKEUKV"
"DYLFREMT","J79945","1","ST","T0","B0","0120","ZWFDEY0-09","B64B9.flitered","B64B9","DYLFREMT"
"VDDINQDT","J79946","1","ST","T0","B0","0120","ZLTUJTN-2032","B64B9.flitered","B64B9","VDDINQDT"
"CJLMBPJV","J79947","1","ST","T0","B0","0120","ZKFV71L-6025","B64B9.flitered","B64B9","CJLMBPJV"
"VTNFAOGC","J79948","1","ST","T0","B0","0120","ZL9BTWF-6032","B64B9.flitered","B64B9","VTNFAOGC"
"ZSZIQMTK","J79949","1","ST","T0","B0","0120","ZLTUJTN-2033","B64B9.flitered","B64B9","ZSZIQMTK"
"UJQUPAXP","J79950","1","ST","T0","B0","0120","ZVBQY1N-07","B64B9.flitered","B64B9","UJQUPAXP"
"DKZHEBQE","J79951","1","ST","T0","B0","0120","ZKFV71L-6026","B64B9.flitered","B64B9","DKZHEBQE"
"RHBVQQOM","J79952","1","ST","T0","B0","0120","ZLTUJTN-2034","B64B9.flitered","B64B9","RHBVQQOM"
"ERBVITKM","J79953","1","ST","T0","B0","0120","ZL9BTWF-6033","B64B9.flitered","B64B9","ERBVITKM"
"SILCQUIU","J79954","1","ST","T0","B0","0120","ZX52KVK-6031","B64B9.flitered","B64B9","SILCQUIU"
"UBQLQMWT","J79955","1","ST","T0","B0","0120","ZKFV71L-2023","B64B9.flitered","B64B9","UBQLQMWT"
"EMFPRHDS","J79956","1","ST","T0","B0","0120","ZX52KVK-8012","B64B9.flitered","B64B9","EMFPRHDS"
"QNGYNNQT","J79957","1","ST","T0","B0","0120","ZTL5S2Y-1031","B64B9.flitered","B64B9","QNGYNNQT"
"CWOXUBMM","J79958","1","ST","T0","B0","0120","ZX52KVK-6032","B64B9.flitered","B64B9","CWOXUBMM"
"SMCOPEER","J79959","1","ST","T0","B0","0120","ZTL5S2Y-1032","B64B9.flitered","B64B9","SMCOPEER"
"VWLWVWOP","J79960","1","ST","T0","B0","0120","ZK112BX-14","B64B9.flitered","B64B9","VWLWVWOP"
"SXJIQTHG","J79961","1","ST","T0","B0","0120","ZTL5S2Y-1033","B64B9.flitered","B64B9","SXJIQTHG"
"TWKMNFMG","J79962","1","ST","T0","B0","0120","ZL9BTWF-6035","B64B9.flitered","B64B9","TWKMNFMG"
"OARTLQXR","J79963","1","ST","T0","B0","0120","ZY9XQJP-10","B64B9.flitered","B64B9","OARTLQXR"
"VWLQAFJV","J79964","1","ST","T0","B0","0120","ZLZNCLZ-14","B64B9.flitered","B64B9","VWLQAFJV"
"PVXAPMOS","J79965","1","ST","T0","B0","0120","ZPEL6L3-03","B64B9.flitered","B64B9","PVXAPMOS"
"NFSIUDVP","J79966","1","ST","T0","B0","0120","ZL9BTWF-6034","B64B9.flitered","B64B9","NFSIUDVP"
"LZZSHHTN","J79967","1","ST","T0","B0","0120","ZS78KHV-03","B64B9.flitered","B64B9","LZZSHHTN"
"XEYSMQZB","J79968","1","ST","T0","B0","0120","ZOZOW1T-7044","B64B9.flitered","B64B9","XEYSMQZB"
"SEPYHJBH","J79969","1","ST","T0","B0","0120","ZX52KVK-6034","B64B9.flitered","B64B9","SEPYHJBH"
"DGYRKPCL","J79970","1","ST","T0","B0","0120","ZWCZHHY-6021","B64B9.flitered","B64B9","DGYRKPCL"
"PBAEQAIT","J79971","1","ST","T0","B0","0120","ZUG7QHE-08","B64B9.flitered","B64B9","PBAEQAIT"
"AXCLGLOR","J79972","1","ST","T0","B0","0120","ZKVR426-14","B64B9.flitered","B64B9","AXCLGLOR"
"SQPNRAWW","J79973","1","ST","T0","B0","0120","ZN3TBJM-11","B64B9.flitered","B64B9","SQPNRAWW"
"HPYOAXDG","J79974","1","ST","T0","B0","0120","ZUF48YS-07","B64B9.flitered","B64B9","HPYOAXDG"
"ZMKITDII","J79975","1","ST","T0","B0","0120","ZTL5S2Y-1034","B64B9.flitered","B64B9","ZMKITDII"
"CDEGFWYY","J79976","1","ST","T0","B0","0120","ZUPAQVU-10","B64B9.flitered","B64B9","CDEGFWYY"
"YJTSUFLY","J79977","1","ST","T0","B0","0120","ZMBVNFM-10","B64B9.flitered","B64B9","YJTSUFLY"
"YPNDRUTR","J79978","1","ST","T0","B0","0120","ZN9YTFN-12","B64B9.flitered","B64B9","YPNDRUTR"
"FNWHLGHG","J79979","1","ST","T0","B0","0120","ZX52KVK-6035","B64B9.flitered","B64B9","FNWHLGHG"
"CMTFXGEZ","J79980","1","ST","T0","B0","0120","ZN3TBJM-2052","B86HB.flitered","B86HB","CMTFXGEZ"
"AKITLNVT","J79981","1","ST","T0","B0","0120","ZYXQKWY-09","B86HB.flitered","B86HB","AKITLNVT"
"MGZPCOBT","J79982","1","ST","T0","B0","0120","ZOZOW1T-7045","B86HB.flitered","B86HB","MGZPCOBT"
"FWXWRJHA","J79983","1","ST","T0","B0","0120","ZN3TBJM-2053","B86HB.flitered","B86HB","FWXWRJHA"
"HJPWGLWV","J79984","1","ST","T0","B0","0120","ZSQNUZ5-06","B86HB.flitered","B86HB","HJPWGLWV"
"ROGJQXRY","J79985","1","ST","T0","B0","0120","ZY39SN0-09","B86HB.flitered","B86HB","ROGJQXRY"
"GNMXJIUH","J79986","1","ST","T0","B0","0120","ZR47VBL-04","B86HB.flitered","B86HB","GNMXJIUH"
"TUESCCLF","J79987","1","ST","T0","B0","0120","ZR3WH7V-04","B86HB.flitered","B86HB","TUESCCLF"
"KRSIPHOQ","J79988","1","ST","T0","B0","0120","ZW61YGW-08","B86HB.flitered","B86HB","KRSIPHOQ"
"FQBEPJHM","J79989","1","ST","T0","B0","0120","ZX52KVK-6036","B86HB.flitered","B86HB","FQBEPJHM"
"LVCVJTAV","J79990","1","ST","T0","B0","0120","ZTMFN3O-07","B86HB.flitered","B86HB","LVCVJTAV"
"OBBDOTBM","J79997","1","ST","T0","B0","0120","ZVBQY1N-03","B86HB.flitered","B86HB","OBBDOTBM"
"BCIXQPED","J79998","1","ST","T0","B0","0120","ZRB0F6P-6022","2","2","BCIXQPED"
"ONCPMBDI","J79999","1","ST","T0","B0","0120","ZTJ7L7Z-4014","B86HB.flitered","B86HB","ONCPMBDI"
"JZWITPLP","J80000","1","ST","T0","B0","0120","ZTJ7L7Z-4011","B86HB.flitered","B86HB","JZWITPLP"
"JTDXSIDC","J80001","1","ST","T0","B0","0120","ZKFV71L-2014","B86HB.flitered","B86HB","JTDXSIDC"
"DVNAKQMB","J80003","1","ST","T0","B0","0120","ZL63I8R-1014","B86HB.flitered","B86HB","DVNAKQMB"
"WEFBQKOF","J80004","1","ST","T0","B0","0120","ZLPZS0H-2016","B86HB.flitered","B86HB","WEFBQKOF"
"XJBYITLM","J80005","1","ST","T0","B0","0120","ZMGT937-08","B86HB.flitered","B86HB","XJBYITLM"
"MNLGOPUH","J80007","1","ST","T0","B0","0120","ZTXY83G-04","B86HB.flitered","B86HB","MNLGOPUH"
"RHAOCUPN","J80008","1","ST","T0","B0","0120","ZMBH10Z-09","B86HB.flitered","B86HB","RHAOCUPN"
"CUEGVZFH","J80009","1","ST","T0","B0","0120","ZK4CK8Y-09","B86HB.flitered","B86HB","CUEGVZFH"
"ZADWATVC","J80010","1","ST","T0","B0","0120","ZL63I8R-1015","B86HB.flitered","B86HB","ZADWATVC"
